id,date,state_name,state_code,power_station_name,sector,utility,mode_of_transport,capacity,daily_requirement,daily_receipt,daily_consumption,req_normative_stock,normative_stock_days,indigenous_stock,import_stock,total_stock,stock_days,plf_prcnt,actual_vs_normative_stock_prcnt,is_critical,remarks
350892,01-01-2025,Uttar Pradesh,9,Lalitpur Tps,Pvt Sector,IPP,Rail,1980,25.45,27.7,20.2,610.7,24,319.4,0,319.4,,71,52,None,None
350893,01-01-2025,Uttar Pradesh,9,Maqsoodpur Tps,Pvt Sector,IPP,Rail,90,1.49,2.8,1,35.9,24,31.1,0,31.1,,56,87,None,None
350894,01-01-2025,Uttar Pradesh,9,Meja Stpp,Joint Venture,NTPC-JV,Rail,1320,16.18,11,18.2,388.4,24,294.7,0,294.7,,81,76,None,None
350895,01-01-2025,Uttar Pradesh,9,Obra Tps,State Sector,UPRVUNL,Rail,1660,26.65,20,19.2,639.6,24,213.3,0,213.3,,63,33,None,None
350896,01-01-2025,Uttar Pradesh,9,Parichha Tps,State Sector,UPRVUNL,Rail,920,14.19,16.1,8.4,340.5,24,315.8,0,315.8,,68,93,None,None
350897,01-01-2025,Uttar Pradesh,9,Prayagraj Tpp,Pvt Sector,IPP,Rail,1980,24.88,40,20.4,597.2,24,700.2,0,700.2,,73,117,None,None
350898,01-01-2025,Uttar Pradesh,9,Rihand Stps,Central Sector,NTPC,Pithead,3000,38.01,42.6,36,608.1,16,640.1,0,640.1,,81,105,None,None
350899,01-01-2025,Uttar Pradesh,9,Rosa Tpp Ph-I,Pvt Sector,IPP,Rail,1200,15.1,19.7,12.1,362.5,24,373.4,0,373.4,,64,103,None,None
350900,01-01-2025,Uttar Pradesh,9,Singrauli Stps,Central Sector,NTPC,Pithead,2000,25.62,30.1,24.7,410,16,495.2,0,495.2,,78,121,None,None
350901,01-01-2025,Uttar Pradesh,9,Tanda Tps,Central Sector,NTPC,Rail,1760,23.45,19.6,17,562.7,24,675.3,0,675.3,,56,120,None,None
350902,01-01-2025,Uttar Pradesh,9,Unchahar Tps,Central Sector,NTPC,Rail,1550,20.43,35.4,18.7,490.2,24,494.3,0,494.3,,69,101,None,None
350903,01-01-2025,Uttar Pradesh,9,Utraula Tps,Pvt Sector,IPP,Rail,90,1.55,0,0.5,37.1,24,43.8,0,43.8,,28,118,None,None
350904,01-01-2025,West Bengal,19,Bakreswar Tps,State Sector,WBPDCL,Rail,1050,13.6,18,15.9,326.4,24,33.2,0,33.2,,95,10,Critical,Plant to augment coal supplies from its captive mines.
350905,01-01-2025,West Bengal,19,Bandel Tps,State Sector,WBPDCL,Rail,270,3.99,7.7,3.8,95.8,24,27,0,27,,88,28,None,None
350906,01-01-2025,West Bengal,19,Budge Budge Tps,Pvt Sector,IPP,Rail,750,9.44,7.8,5.9,226.6,24,146.3,0,146.3,,52,65,None,None
350907,01-01-2025,West Bengal,19,D.P.L. Tps,State Sector,WBPDCL,Rail,550,7.52,11.9,8.5,180.4,24,14.9,0,14.9,,87,8,Critical,ECL and BCCL to ensure supply as per subgroup plan.
350908,01-01-2025,West Bengal,19,Dishergarh Tpp,Pvt Sector,IPP,Rail,12,0.26,0,0,6.2,24,4.2,0,4.2,,0,68,None,None
350909,01-01-2025,West Bengal,19,Durgapur Steel Tps,Central Sector,DVC,Rail,1000,12.53,14.4,12.7,300.6,24,189.2,0,189.2,,80,63,None,None
350910,01-01-2025,West Bengal,19,Farakka Stps,Central Sector,NTPC,Pithead,2100,26.95,24.1,18.5,431.1,16,369.6,0,369.6,,45,86,None,None
350911,01-01-2025,West Bengal,19,Haldia Tpp,Pvt Sector,IPP,Rail,600,8.35,4.2,8.1,200.3,24,153.5,0,153.5,,86,77,None,None
350912,01-01-2025,West Bengal,19,Hiranmaye Tpp,Pvt Sector,IPP,Rail,300,4.99,6.2,4.5,119.7,24,48.8,0,48.8,,80,41,None,None
350913,01-01-2025,West Bengal,19,Kolaghat Tps,State Sector,WBPDCL,Rail,840,13.76,23,12.6,330.2,24,38.3,0,38.3,,85,12,Critical,Plant to augment coal supplies from its captive mines.
350914,01-01-2025,West Bengal,19,Mejia Tps,Central Sector,DVC,Rail,2340,32.46,24.1,28.6,779.1,24,337,0,337,,73,43,None,None
350915,01-01-2025,West Bengal,19,Raghunathpur Tpp,Central Sector,DVC,Rail,1200,15.59,17.3,14.3,374.3,24,299.5,0,299.5,,74,80,None,None
350916,01-01-2025,West Bengal,19,Sagardighi Tps,State Sector,WBPDCL,Rail,1600,21.87,29.1,23.8,524.9,24,58.1,0,58.1,,100,11,Critical,Plant to augment coal supplies from its captive mines.
350917,01-01-2025,West Bengal,19,Santaldih Tps,State Sector,WBPDCL,Rail,500,6.92,7.2,8.1,166,24,75.9,0,75.9,,102,46,None,None
350918,01-01-2025,West Bengal,19,Southern Repl. Tps,Pvt Sector,IPP,Rail,135,1.95,0,0,46.8,24,42.8,0,42.8,,0,91,None,None
350919,01-01-2025,West Bengal,19,Titagarh Tps,Pvt Sector,IPP,Rail,240,3.28,0,0,78.7,24,0,0,0,,0,0,None,not in operation
350920,02-01-2025,Andhra Pradesh,28,Damodaram Sanjeevaiah Tps,State Sector,APGENCO,Rail-Sea,2400,31.63,21.2,17.6,759.1,24,52.2,0,52.2,,48,7,Critical,SCCL to ensure supply of coal as per subgroup plan.
350921,02-01-2025,Andhra Pradesh,28,Dr. N.Tata Rao Tps,State Sector,APGENCO,Rail,2560,46.95,30.7,32.8,1126.8,24,165.1,0,165.1,,68,15,Critical,Plant has regulated coal supply due to high rake detention time.
350922,02-01-2025,Andhra Pradesh,28,Painampuram Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.64,10,13.2,399.4,24,47.4,88.1,135.5,,59,17,Critical,MCL and Railways to ensure supply as per subgroup plan.
350923,02-01-2025,Andhra Pradesh,28,Rayalaseema Tps,State Sector,APGENCO,Rail,1650,26.69,24.6,21.6,640.6,24,51.2,0,51.2,,63,8,Critical,SCCL to ensure supply of coal as per subgroup plan.
350924,02-01-2025,Andhra Pradesh,28,Sgpl Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.08,23.4,17.5,385.8,24,157.1,233.7,390.8,,81,58,None,None
350925,02-01-2025,Andhra Pradesh,28,Simhadri,Central Sector,NTPC,Rail,2000,30.8,26.3,26,739.3,24,470.7,0,470.7,,56,64,None,None
350926,02-01-2025,Andhra Pradesh,28,Simhapuri Tps,Pvt Sector,IPP,Sea,600,6.47,0.2,2.8,155.4,24,0,412.8,412.8,,39,265,None,None
350927,02-01-2025,Andhra Pradesh,28,Thamminapatnam Tps,Pvt Sector,IPP,Sea,300,3.06,0,0,73.4,24,0,1,1,,0,1,Critical,Plant to build up stock through import
350928,02-01-2025,Andhra Pradesh,28,Vizag Tpp,Pvt Sector,IPP,Rail,1040,16.12,4,5.9,387,24,12.3,15.9,28.2,,28,5,Critical,MCL to ensure supply as per subgroup plant.
350929,02-01-2025,Assam,18,Bongaigaon Tpp,Central Sector,NTPC,Rail,750,9.55,4,5.5,229.1,24,194.7,0,194.7,,49,85,None,None
350930,02-01-2025,Bihar,10,Barauni Tps,Central Sector,NTPC,Rail,710,10.44,11.5,7.5,250.6,24,121.4,0,121.4,,65,48,None,None
350931,02-01-2025,Bihar,10,Barh  Stps,Central Sector,NTPC,Rail,2640,37.21,19.5,24.6,893.1,24,483.1,0,483.1,,62,54,None,None
350932,02-01-2025,Bihar,10,Kahalgaon Tps,Central Sector,NTPC,Pithead,2340,36.76,36.3,38.3,588.1,16,590,0,590,,81,100,None,None
350933,02-01-2025,Bihar,10,Muzaffarpur Tps,Joint Venture,NTPC-JV,Rail,390,5.5,7.9,4.9,131.9,24,108.2,0,108.2,,81,82,None,None
350934,02-01-2025,Bihar,10,Nabi Nagar Stpp,Joint Venture,NTPC-JV,Rail,1980,24.76,14.7,17.5,594.2,24,599.2,0,599.2,,54,101,None,None
350935,02-01-2025,Bihar,10,Nabi Nagar Tpp,Joint Venture,NTPC-JV,Rail,1000,14.91,12,13,357.9,24,308.1,0,308.1,,75,86,None,None
350936,02-01-2025,Chhattisgarh,22,Adani Power Limited Raigarh Tpp,Pvt Sector,IPP,Rail,600,9.33,7.6,10,223.8,24,180.4,0,180.4,,99,81,None,None
350937,02-01-2025,Chhattisgarh,22,Adani Power Limited Raipur Tpp,Pvt Sector,IPP,Rail,1370,18.53,15.7,22,444.7,24,159.6,0,159.6,,89,36,None,None
350938,02-01-2025,Chhattisgarh,22,Akaltara Tps,Pvt Sector,IPP,Rail,1800,23.87,30.8,20.4,572.8,24,458.2,0,458.2,,72,80,None,None
350939,02-01-2025,Chhattisgarh,22,Balco Tps,Pvt Sector,IPP,Rail,600,9.03,8.6,5.8,216.8,24,38,0,38,,68,18,Critical,SECL to ensure supply as per subgroup plan.
350940,02-01-2025,Chhattisgarh,22,Bandakhar Tpp,Pvt Sector,IPP,Road,300,4.52,5,4,108.5,24,115.4,0,115.4,,89,106,None,None
350941,02-01-2025,Chhattisgarh,22,Baradarha Tps,Pvt Sector,IPP,Rail,1200,17.31,15.9,18.6,415.4,24,436.2,0,436.2,,94,105,None,None
350942,02-01-2025,Chhattisgarh,22,Bhilai Tps,Joint Venture,NTPC-JV,Rail,500,7.42,10.9,6.7,178,24,259.1,0,259.1,,77,146,None,None
350943,02-01-2025,Chhattisgarh,22,Binjkote Tpp,Pvt Sector,IPP,Rail,600,9.2,8.4,9.7,220.9,24,153.6,0,153.6,,91,70,None,None
350944,02-01-2025,Chhattisgarh,22,Chakabura Tpp,Pvt Sector,IPP,Road,30,1.98,0,1.5,47.5,24,6.8,6.8,13.6,,45,20,Critical,Plant based on washery rejects
350945,02-01-2025,Chhattisgarh,22,Dspm Tps,State Sector,CSPGCL,Rail,500,7.48,8.3,8.5,179.4,24,237.4,0,237.4,,92,132,None,None
350946,02-01-2025,Chhattisgarh,22,Kasaipalli Tpp,Pvt Sector,IPP,Road,270,6.33,4.3,4.6,152,24,17.2,0,17.2,,60,11,Critical,Plant based on washery rejects
350947,02-01-2025,Chhattisgarh,22,Katghora Tpp,Pvt Sector,IPP,Road,35,0.71,0,0,17.1,24,0,0,0,,0,0,Critical,Plant based on washery rejects
350948,02-01-2025,Chhattisgarh,22,Korba Stps,Central Sector,NTPC,Pithead,2600,35.8,32.7,36.6,572.8,16,466.8,0,466.8,,97,81,None,None
350949,02-01-2025,Chhattisgarh,22,Korba-West Tps,State Sector,CSPGCL,Pithead,1340,19.9,18.1,17.4,318.4,16,65.6,0,65.6,,72,21,Critical,SECL to ensure supply as per subgroup plan.
350950,02-01-2025,Chhattisgarh,22,Lara Tpp,Central Sector,NTPC,Pithead,1600,23.44,25.1,24,375,16,420,0,420,,99,112,None,None
350951,02-01-2025,Chhattisgarh,22,Marwa Tps,State Sector,CSPGCL,Rail,1000,14.81,11.4,7.6,355.4,24,148.7,0,148.7,,44,42,None,None
350952,02-01-2025,Chhattisgarh,22,Nawapara Tpp,Pvt Sector,IPP,Road,600,8.92,9.8,8.1,214.2,24,215,0,215,,84,100,None,None
350953,02-01-2025,Chhattisgarh,22,Op Jindal Tps,Pvt Sector,IPP,Road,1000,15.3,14.8,18,367.2,24,437.4,0,437.4,,95,119,None,None
350954,02-01-2025,Chhattisgarh,22,Pathadi Tpp,Pvt Sector,IPP,Rail,600,8.7,3.3,9.1,208.9,24,174.9,0,174.9,,88,84,None,None
350955,02-01-2025,Chhattisgarh,22,Ratija Tps,Pvt Sector,IPP,Road,100,2.72,1,2.6,65.3,24,18.2,0,18.2,,74,28,None,None
350956,02-01-2025,Chhattisgarh,22,Salora Tpp,Pvt Sector,IPP,Rail,135,1.85,0,0,44.3,24,0,0,0,,0,0,None,not in operation
350957,02-01-2025,Chhattisgarh,22,Sipat Stps,Central Sector,NTPC,Pithead,2980,39.7,59.4,43.4,635.2,16,420,0,420,,88,66,None,None
350958,02-01-2025,Chhattisgarh,22,Svpl Tpp,Pvt Sector,IPP,Road,63,0.94,2.1,2,22.5,24,30.7,0,30.7,,84,137,None,None
350959,02-01-2025,Chhattisgarh,22,Swastik Korba Tpp,Pvt Sector,IPP,Road,25,0.51,0,0,12.2,24,0,0,0,,0,0,Critical,Plant based on washery rejects
350960,02-01-2025,Chhattisgarh,22,Tamnar Tpp,Pvt Sector,IPP,Road,2400,36.72,34.8,42.3,881.3,24,260.7,1.7,262.4,,97,30,None,None
350961,02-01-2025,Chhattisgarh,22,Uchpinda Tpp,Pvt Sector,IPP,Rail,1440,22.36,15.6,13,536.5,24,719.1,0,719.1,,51,134,None,None
350962,02-01-2025,Gujarat,24,Adani Power Limited Mundra Tpp - I & Ii,Pvt Sector,IPP,Sea,2640,29.03,27.5,25.2,696.7,24,0,134.7,134.7,,74,19,Critical,Plant to build up stock through import
350963,02-01-2025,Gujarat,24,Adani Power Limited Mundra Tpp - Iii,Pvt Sector,IPP,Sea,1980,22.82,24.3,19.4,547.7,24,0,161.4,161.4,,73,29,None,None
350964,02-01-2025,Gujarat,24,Gandhi Nagar Tps,State Sector,GSECL,Rail,630,9.14,0,2.9,219.3,24,263.5,5.8,269.3,,26,123,None,None
350965,02-01-2025,Gujarat,24,Mundra Umtpp,Pvt Sector,IPP,Sea,4000,34.27,65.4,32.1,822.5,24,0,417.7,417.7,,75,50,None,None
350966,02-01-2025,Gujarat,24,Sabarmati (D-F Stations),Pvt Sector,IPP,Rail,362,4.22,3.8,3.5,101.2,24,49.5,52,101.5,,60,70,None,None
350967,02-01-2025,Gujarat,24,Salaya Tpp,Pvt Sector,IPP,Sea,1200,11.82,0,8,283.8,24,0,214.6,214.6,,68,75,None,None
350968,02-01-2025,Gujarat,24,Sikka Rep. Tps,State Sector,GSECL,Sea,500,5.24,0,0,125.8,24,0,119.9,119.9,,0,95,None,None
350969,02-01-2025,Gujarat,24,Ukai Tps,State Sector,GSECL,Rail,1110,16.1,9.9,13.3,386.4,24,273.5,0,273.5,,70,71,None,None
350970,02-01-2025,Gujarat,24,Wanakbori Tps,State Sector,GSECL,Rail,2270,32.23,8,5.8,773.5,24,704.3,0,704.3,,16,91,None,None
350971,02-01-2025,Haryana,6,Indira Gandhi Stpp,Joint Venture,NTPC-JV,Rail,1500,20.72,7.9,16.6,497.2,24,599.9,0,599.9,,60,121,None,None
350972,02-01-2025,Haryana,6,Mahatma Gandhi Tps,Pvt Sector,IPP,Rail,1320,16.83,19.7,14.1,403.9,24,270.2,0,270.2,,72,67,None,None
350973,02-01-2025,Haryana,6,Panipat Tps,State Sector,HPGCL,Rail,710,10.65,0,7.4,255.5,24,287.7,0,287.7,,59,113,None,None
350974,02-01-2025,Haryana,6,Rajiv Gandhi Tps,State Sector,HPGCL,Rail,1200,18.68,3.9,7.7,448.3,24,499.8,0,499.8,,34,111,None,None
350975,02-01-2025,Haryana,6,Yamuna Nagar Tps,State Sector,HPGCL,Rail,600,9.2,17.1,0,220.9,24,412,0,412,,0,187,None,None
350976,02-01-2025,Jharkhand,20,Bokaro Tps `A` Exp,Central Sector,DVC,Rail,500,6.18,7.5,5.1,148.3,24,222.2,0,222.2,,73,150,None,None
350977,02-01-2025,Jharkhand,20,Chandrapura(Dvc) Tps,Central Sector,DVC,Rail,500,6.86,3.4,4,164.8,24,226.5,0,226.5,,41,137,None,None
350978,02-01-2025,Jharkhand,20,Jojobera Tps,Pvt Sector,IPP,Rail,240,3.35,4,1.6,80.4,24,175.4,0,175.4,,46,218,None,None
350979,02-01-2025,Jharkhand,20,Kodarma Tpp,Central Sector,DVC,Rail,1000,12.71,25.8,13.3,305,24,367.4,0,367.4,,79,120,None,None
350980,02-01-2025,Jharkhand,20,Mahadev Prasad Stpp,Pvt Sector,IPP,Rail,540,7.98,8.7,8.5,191.4,24,75.4,0,75.4,,85,39,None,None
350981,02-01-2025,Jharkhand,20,Maithon Rb Tpp,Pvt Sector,IPP,Rail,1050,12.59,14.1,6.1,302.3,24,532.7,0,532.7,,40,176,None,None
350982,02-01-2025,Jharkhand,20,North Karanpura Tpp,Central Sector,NTPC,Pithead,1320,18.9,14.1,22.6,302.5,16,242.3,0,242.3,,96,80,None,None
350983,02-01-2025,Jharkhand,20,Tenughat Tps,State Sector,TVNL,Rail,420,6.21,6.9,5.5,149.1,24,12.9,0,12.9,,67,9,Critical,CCL to ensure supply of coal as per subgroup plan.
350984,02-01-2025,Karnataka,29,Adani Power Limited Udupi Tpp,Pvt Sector,IPP,Sea,1200,11.29,0,7.8,270.8,24,0,36.3,36.3,,67,13,Critical,Plant to build up stock through import
350985,02-01-2025,Karnataka,29,Bellary Tps,State Sector,KPCL,Rail,1700,27.64,8,13.5,663.4,24,248.5,0,248.5,,40,37,None,None
350986,02-01-2025,Karnataka,29,Kudgi Stpp,Central Sector,NTPC,Rail,2400,32.46,36,28.1,779.1,24,543,0,543,,63,70,None,None
350987,02-01-2025,Karnataka,29,Raichur Tps,State Sector,KPCL,Rail,1720,30.32,15.9,17.9,727.6,24,444.7,0,444.7,,51,61,None,None
350988,02-01-2025,Karnataka,29,Torangallu Tps(Sbu-I),Pvt Sector,IPP,Sea,260,1.73,0.9,1.5,41.5,24,0,1.5,1.5,,92,3,Critical,Plant to build up stock through import
350989,02-01-2025,Karnataka,29,Torangallu Tps(Sbu-Ii),Pvt Sector,IPP,Sea,600,4.72,1,2.2,113.4,24,0,0,0,,35,0,Critical,Plant to build up stock through import
350990,02-01-2025,Karnataka,29,Yermarus Tpp,State Sector,KPCL,Rail,1600,22.03,16,12.1,528.8,24,176.3,16.7,192.9,,40,36,None,None
350991,02-01-2025,Madhya Pradesh,23,Amarkantak Ext Tps,State Sector,MPPGCL,Pithead,210,2.61,3.5,2.4,41.8,16,80.1,0,80.1,,88,191,None,None
350992,02-01-2025,Madhya Pradesh,23,Anuppur Tpp,Pvt Sector,IPP,Rail,1250,17.77,19.8,15.7,426.6,24,332.9,0,332.9,,79,78,None,None
350993,02-01-2025,Madhya Pradesh,23,Bina Tps,Pvt Sector,IPP,Rail,500,7.19,7.7,5.5,172.6,24,121.8,0,121.8,,73,71,None,None
350994,02-01-2025,Madhya Pradesh,23,Gadarwara Tpp,Central Sector,NTPC,Rail,1600,20.76,27.4,17.5,498.2,24,296.4,0,296.4,,70,59,None,None
350995,02-01-2025,Madhya Pradesh,23,Khargone Stpp,Central Sector,NTPC,Rail,1320,16.29,12,15,391,24,226.7,0,226.7,,68,58,None,None
350996,02-01-2025,Madhya Pradesh,23,Mahan Tpp,Pvt Sector,IPP,Rail,1200,15.42,7.5,7.9,370.1,24,288.9,0,288.9,,32,78,None,None
350997,02-01-2025,Madhya Pradesh,23,Nigri Tpp,Pvt Sector,IPP,Rail,1320,15.54,21.7,11.3,372.9,24,334.7,0,334.7,,68,90,None,None
350998,02-01-2025,Madhya Pradesh,23,Niwari Tpp,Pvt Sector,IPP,Road,90,1.51,1.1,0.7,36.3,24,80.5,0,80.5,,37,222,None,None
350999,02-01-2025,Madhya Pradesh,23,Sanjay Gandhi Tps,State Sector,MPPGCL,Rail,1340,18.78,22.5,13.9,450.7,24,186.8,0,186.8,,70,41,None,None
351000,02-01-2025,Madhya Pradesh,23,Sasan Umtpp,Pvt Sector,IPP,Pithead,3960,44.84,44.1,54.8,717.4,16,0.4,0,0.4,,91,0,Critical,Plant to augment coal supplies from its captive mines.
351001,02-01-2025,Madhya Pradesh,23,Satpura Tps,State Sector,MPPGCL,Rail,1330,6.48,5.8,3.4,155.6,24,156.9,0,156.9,,15,101,None,None
351002,02-01-2025,Madhya Pradesh,23,Seioni Tpp,Joint Venture,NTPC-JV,Rail,600,10.09,12,9.1,242.1,24,185.7,0,185.7,,73,77,None,None
351003,02-01-2025,Madhya Pradesh,23,Seioni Tpp,Pvt Sector,IPP,Rail,600,10.09,12,9.1,242.1,24,185.7,0,185.7,,73,77,None,None
351004,02-01-2025,Madhya Pradesh,23,Shree Singaji Tpp,State Sector,MPPGCL,Rail,2520,36.04,23.4,29.6,864.9,24,352.3,0,352.3,,73,41,None,None
351005,02-01-2025,Madhya Pradesh,23,Vindhyachal Stps,Central Sector,NTPC,Pithead,4760,60.69,57,62,971,16,1178.4,0,1178.4,,84,121,None,None
351006,02-01-2025,Maharashtra,27,Adani Power Limited Tiroda Tpp,Pvt Sector,IPP,Rail,3300,43.56,36.8,39.8,1045.3,24,340,0,340,,78,33,None,None
351007,02-01-2025,Maharashtra,27,Amravati Tps,Pvt Sector,IPP,Rail,1350,18.29,8.1,16.9,438.9,24,217.3,0,217.3,,78,50,None,None
351008,02-01-2025,Maharashtra,27,Bela Tps,Pvt Sector,IPP,Rail,270,3.85,4.4,3.9,92.4,24,102.4,0,102.4,,90,111,None,None
351009,02-01-2025,Maharashtra,27,Bhusawal Tps,State Sector,MAHAGENCO,Rail,1210,19.97,9.9,16.2,479.3,24,389.2,299.4,688.7,,64,116,None,None
351010,02-01-2025,Maharashtra,27,Butibori Tpp,Pvt Sector,IPP,Rail,600,8.2,0,0,196.8,24,0,0,0,,0,0,None,not in operation
351011,02-01-2025,Maharashtra,27,Chandrapur(Maharashtra) Stps,State Sector,MAHAGENCO,Rail,2920,47.24,37.5,33.5,1133.7,24,406.4,50.6,457,,58,40,None,None
351012,02-01-2025,Maharashtra,27,Dahanu Tps,Pvt Sector,IPP,Rail,500,6.79,7.7,5.4,163,24,73.2,0,73.2,,65,45,None,None
351013,02-01-2025,Maharashtra,27,Dhariwal Tpp,Pvt Sector,IPP,Rail,600,8.26,9.7,8,198.3,24,195.4,0,195.4,,82,99,None,None
351014,02-01-2025,Maharashtra,27,Gepl Tpp Ph-I,Pvt Sector,IPP,Road,120,2.45,0,0,58.8,24,0,0,0,,0,0,Critical,Plant based on washery rejects
351015,02-01-2025,Maharashtra,27,Gmr Warora Tps,Pvt Sector,IPP,Rail,600,7.92,6,8.3,190.1,24,110.8,0,110.8,,87,58,None,None
351016,02-01-2025,Maharashtra,27,Jsw Ratnagiri Tpp,Pvt Sector,IPP,Sea,300,2.51,0,1.2,60.2,24,0,39.3,39.3,,56,65,None,None
351017,02-01-2025,Maharashtra,27,Khaparkheda Tps,State Sector,MAHAGENCO,Rail,1340,23.04,16.9,18.8,553.1,24,161.3,97.7,259,,67,42,None,None
351018,02-01-2025,Maharashtra,27,Koradi Tps,State Sector,MAHAGENCO,Rail,2190,32.97,31,20.9,791.3,24,327.5,0,327.5,,60,41,None,None
351019,02-01-2025,Maharashtra,27,Mauda Tps,Central Sector,NTPC,Rail,2320,32.85,34,31.7,788.3,24,452.5,0,452.5,,70,57,None,None
351020,02-01-2025,Maharashtra,27,Mihan Tps,Pvt Sector,IPP,Rail,246,3.36,0,0,80.7,24,0,0,0,,0,0,None,not in operation
351021,02-01-2025,Maharashtra,27,Nasik (P) Tps,Pvt Sector,IPP,Rail,1350,18.45,0,0,442.8,24,0,0,0,,0,0,None,not in operation
351022,02-01-2025,Maharashtra,27,Nasik Tps,State Sector,MAHAGENCO,Rail,630,12.12,2.3,8.1,290.9,24,121.9,112,233.9,,59,60,None,None
351023,02-01-2025,Maharashtra,27,Paras Tps,State Sector,MAHAGENCO,Rail,500,7.74,3.9,3.1,185.8,24,109.3,0,109.3,,36,59,None,None
351024,02-01-2025,Maharashtra,27,Parli Tps,State Sector,MAHAGENCO,Rail,750,11.06,12.6,10,265.5,24,145.3,0,145.3,,62,55,None,None
351025,02-01-2025,Maharashtra,27,Shirpur Tpp,Pvt Sector,IPP,Rail,300,2.39,0.6,1.7,57.4,24,21.7,5.6,27.3,,31,48,None,None
351026,02-01-2025,Maharashtra,27,Solapur Stps,Central Sector,NTPC,Rail,1320,17.5,15.7,14.6,420.1,24,147.4,0,147.4,,65,35,None,None
351027,02-01-2025,Maharashtra,27,Trombay Tps,Pvt Sector,IPP,Sea,750,9.39,0,2.4,225.5,24,0,164.8,164.8,,22,73,None,None
351028,02-01-2025,Maharashtra,27,Wardha Warora Tpp,Pvt Sector,IPP,Road,540,7.03,6.9,7.1,168.7,24,234.7,0,234.7,,88,139,None,None
351029,02-01-2025,Odisha,21,Darlipali Stps,Central Sector,NTPC,Pithead,1600,24.68,21,27.6,394.8,16,328.6,0,328.6,,93,83,None,None
351030,02-01-2025,Odisha,21,Derang Tpp,Pvt Sector,IPP,Road,1200,17.58,14.5,19.3,421.8,24,759.6,0,759.6,,97,180,None,None
351031,02-01-2025,Odisha,21,Ib Valley Tps,State Sector,OPGCL,Pithead,1740,26.2,20.4,26.9,419.1,16,265.2,0,265.2,,94,63,None,None
351032,02-01-2025,Odisha,21,Kamalanga Tps,Pvt Sector,IPP,Rail,1050,15.64,21.6,18.5,375.3,24,355,0,355,,93,95,None,None
351033,02-01-2025,Odisha,21,Talcher Stps,Central Sector,NTPC,Pithead,3000,44.74,47.5,48.2,715.8,16,285.7,0,285.7,,89,40,None,None
351034,02-01-2025,Odisha,21,Utkal Tpp (Ind Barath),Pvt Sector,IPP,Rail,350,4.78,7,0.4,114.8,24,28.3,0,28.3,,16,25,None,None
351035,02-01-2025,Odisha,21,Vedanta Tpp,Pvt Sector,IPP,Rail,600,9.52,0,0,228.5,24,41.2,0,41.2,,0,18,Critical,MCL to ensure supply of coal as per subgroup plan.
351036,02-01-2025,Punjab,3,Gh Tps (Leh.Moh.),State Sector,PSPCL,Rail,920,11.92,16.7,8.7,286,24,421.6,0,421.6,,63,147,None,None
351037,02-01-2025,Punjab,3,Goindwal Sahib Tpp,Pvt Sector,IPP,Rail,540,7.69,12.3,2.9,184.5,24,266.6,0,266.6,,37,144,None,None
351038,02-01-2025,Punjab,3,Rajpura Tpp,Pvt Sector,IPP,Rail,1400,16.65,16.3,13.4,399.6,24,539.4,0,539.4,,74,135,None,None
351039,02-01-2025,Punjab,3,Ropar Tps,State Sector,PSPCL,Rail,840,12.01,0,7.5,288.3,24,539.8,0,539.8,,59,187,None,None
351040,02-01-2025,Punjab,3,Talwandi Sabo Tpp,Pvt Sector,IPP,Rail,1980,28.11,16.1,6.3,674.7,24,203.3,0,203.3,,31,30,None,None
351041,02-01-2025,Rajasthan,8,Adani Power Limited Kawai Tpp,Pvt Sector,IPP,Rail,1320,15.73,12,10.9,377.4,24,160.2,126.1,286.3,,79,61,None,None
351042,02-01-2025,Rajasthan,8,Chhabra-I Ph-1 Tpp,State Sector,RRVUNL,Rail,500,7.62,7.9,6.5,182.9,24,104.1,0,104.1,,80,57,None,None
351043,02-01-2025,Rajasthan,8,Chhabra-I Ph-2 Tpp,State Sector,RRVUNL,Rail,500,6.81,7.9,6.8,163.5,24,77.4,0,77.4,,82,47,None,None
351044,02-01-2025,Rajasthan,8,Chhabra-Ii Tpp,State Sector,RRVUNL,Rail,1320,16.61,23.6,14.8,398.7,24,211.8,0,211.8,,74,53,None,None
351045,02-01-2025,Rajasthan,8,Kalisindh Tps,State Sector,RRVUNL,Rail,1200,15.57,22.8,14.9,373.7,24,214.2,0,214.2,,80,57,None,None
351046,02-01-2025,Rajasthan,8,Kota Tps,State Sector,RRVUNL,Rail,1240,18.09,23.3,18.3,434.1,24,368.9,0,368.9,,74,85,None,None
351047,02-01-2025,Rajasthan,8,Shree Cement Ltd Tps,Pvt Sector,IPP,Sea,300,3.06,1,1,73.4,24,0,0,0,,29,0,Critical,Plant to build up stock through import
351048,02-01-2025,Rajasthan,8,Suratgarh Stps,State Sector,RRVUNL,Rail,1320,17.18,11.9,7.3,412.3,24,209,0,209,,37,51,None,None
351049,02-01-2025,Rajasthan,8,Suratgarh Tps,State Sector,RRVUNL,Rail,1500,21.82,11.8,8.9,523.6,24,458.8,0,458.8,,31,88,None,None
351050,02-01-2025,Tamil Nadu,33,Itpcl Tpp,Pvt Sector,IPP,Sea,1200,13.66,0,6.9,327.8,24,0,363.1,363.1,,39,110,None,None
